Chemical Formula,Experimental Enthalpy (eV),"Calculated Enthalpy (uncorrected, eV)",FERE Corrected Enthalpy (eV)
HgTe,-0.22,-0.16948158500000687,-0.2616883009738018
InAs,-0.31,-0.31120794000000274,-0.30810580243190344
InN,-0.1,-0.08789881499999908,0.061606161097866874
InP,-0.39,-0.28940091000000123,-0.3963796063054481
InS,-0.7,-0.6618872955000015,-0.7411188827697579
InSb,-0.16,-0.17072130999999757,-0.19580789334136028
InSe,-0.62,-0.6361601649999997,-0.6988425444876043
InTe,-0.5,-0.33253717000000904,-0.37584771997443056
In2O3,-1.92,-1.9089552970000028,-1.8971330924009266
In2S3,-0.74,-0.7118978986000002,-0.7882814750831756
In2Se3,-0.67,-0.6295026619999987,-0.6860271891445962
In2Te3,-0.41,-0.3603806540000051,-0.39365898572877994
IrO2,-0.95,-1.0200856033333328,-0.8800111926279423
IrS2,-0.48,-0.5589229973333308,-0.5168550100526611
Ir2S3,-0.49,-0.5634200305999968,-0.49994013919582014
KCl,-2.26,-2.215977855,-2.2082488468344046
KF,-2.94,-2.9213509350000013,-2.876721462733192
KSb,-0.43,-0.5144259600000005,-0.5101353745900497
KSb2,-0.37,-0.3434677333333364,-0.32617451822005705
K2O,-1.25,-1.1816437816666674,-1.1774492835332708
K2O2,-1.28,-1.213911187499999,-1.1902607884498968
K2S,-1.31,-1.2399804069999998,-1.2847891205789648
K2S2,-1.12,-1.0901022054999991,-1.1399566240184384
K2Se,-1.36,-1.2653305133333344,-1.2991064217241994
K3As,-0.48,-0.42440555750000186,-0.4255245561903038
K3Bi,-0.6,-0.45121557000000223,-0.48086736467774926
K3Sb,-0.47,-0.49135821750000197,-0.5065715766450332
K5Sb4,-0.44,-0.5145318166666691,-0.5145754411578215
LaCl3,-2.78,-2.8787261025,-2.7513914286675636
LaN,-1.57,-1.7031505649999978,-1.3275034006827475
LaS,-2.36,-2.474064275499998,-2.3271536745503703
La2O3,-3.72,-3.8826608730000003,-3.6899249178254165
La2S3,-2.51,-2.610218770599997,-2.5056885965076647
La2Te3,-1.63,-1.8785339179999994,-1.7308984991532668
LiCl,-2.12,-2.0818576165000007,-2.090610029937391
LiF,-3.19,-3.2155420665,-3.187394015836176
Li2O,-2.07,-2.0494937869999994,-2.067274517670583
Li2O2,-1.64,-1.6175291889999999,-1.6103602115528828
Li2S,-1.52,-1.5225120656666669,-1.5892960080496117
Li2Se,-1.45,-1.425030468666666,-1.4807816058615113
Li3Bi,-0.6,-0.5936954847500004,-0.6480694118322283
Li3N,-0.43,-0.5022579497499997,-0.45489766157989386
Li3Sb,-0.83,-0.6935138872500008,-0.7334493787995093
MgCl2,-2.21,-2.1636430966666667,-2.1900523747105822
MgF2,-3.88,-3.8893185533333328,-3.8665272125756296
MgO,-3.11,-3.080353797499999,-3.129133983696967
MgS,-1.79,-1.6719959204999997,-1.7942809242655091
MgSe,-1.52,-1.4494488399999987,-1.555184635983359
MgTe,-1.08,-0.9896770650000022,-1.0760410314701794
Mg3As2,-0.91,-0.7497581740000001,-0.8176348919809584
Mg3Bi2,-0.32,-0.26177072599999746,-0.3752999175608693
Mg3N2,-0.96,-1.0132083139999992,-0.9639627611571399
Mg3P2,-0.96,-0.8128687360000001,-0.9688101210797939
Mg3Sb2,-0.49,-0.4232632859999995,-0.513690980708526
MnO,-2.0,-3.0383913724999996,-1.9848265039738155
MnS,-1.11,-2.1273154504999994,-1.1472553995423578
MnS2,-0.72,-1.2551571906666676,-0.6234476678071914
MnSb,-0.26,-1.1611768100000006,-0.12697175511396708
Mn2O3,-1.99,-2.8695340550000026,-2.010278539819011
Mn3O4,-2.05,-2.9794755342857155,-2.0647030610060972
NaCl,-2.13,-2.1263367000000013,-2.0801973111156196
NaF,-2.97,-3.0657736,-2.9827337470144046
NaSb,-0.33,-0.4083855600000028,-0.3656845938712614
NaTe3,-0.35,-0.4766618725000029,-0.4609981021252594
Na2O,-1.43,-1.4829275283333334,-1.4275191892415549
Na2O2,-1.32,-1.3491958075000001,-1.2871350277311109
Na2S,-1.26,-1.304470163666667,-1.2980650362872492
Na2S2,-1.03,-1.0317127929999987,-1.043156830799651
Na2Se,-1.18,-1.2766228933333323,-1.2591849607658148
Na2Se2,-0.97,-1.0106724474999993,-1.0055672775175015
Na3As,-0.53,-0.5452746175000005,-0.48877804511212375
Na3Bi,-0.46,-0.46358731750000004,-0.4356235410995666
Na3Sb,-0.53,-0.5332746325000013,-0.49087242056685376
NbN,-1.22,-1.2870640099999981,-1.1539715287175625
NbO2,-2.75,-2.7958922999999984,-2.7833124424110216
Nb2O5,-2.81,-2.834793865000001,-2.8122942582379875
NiF2,-2.25,-2.729728023333333,-2.555174753625599
NiO,-1.24,-1.7964798125000012,-1.617617105271922
NiS,-0.43,-0.7140791555000003,-0.6087212658404635
NiSb,-0.34,-0.4164974800000003,-0.25699458641206974
NiSe,-0.31,-0.44664061499999974,-0.32473351755831104
NiTe,-0.28,-0.3110120250000037,-0.16973309804513192
Ni2O3,-1.01,-1.2492490270000005,-1.0897552408574938
Ni2Te3,-0.3,-0.2936481179999987,-0.1792548681853418
Ni3P,-0.54,-0.6044005099999996,-0.42774146336011043
Ni3S2,-0.42,-0.5651529704000012,-0.4257251961411839
PdCl2,-0.69,-0.7379232333333334,-0.6245798940876076
PdO,-0.44,-0.7899231625000027,-0.6290744227625034
PdS,-0.39,-0.5412108155000013,-0.45386689333104613
PdS2,-0.28,-0.3974024073333335,-0.3608369703329828
Pd4S,-0.14,-0.2911385342000017,-0.11239333872755423
PtO,-0.37,-0.5599806224999995,-0.21780236886883841
PtO2,-0.57,-0.8124523566666634,-0.5569941536458174
PtS,-0.42,-0.6460464104999986,-0.37737297443738527
PtS2,-0.38,-0.5442575339999962,-0.38680575440387105
Pt3O4,-0.4,-0.7244529742857131,-0.4194404566304034
RbCl,-2.26,-2.2183859550000005,-2.2246158219346377
RbF,-2.89,-2.89480923,-2.8641386328334217
RbSb,-0.52,-0.5208630499999991,-0.5305313396902775
RbSb2,-0.35,-0.3530261766666645,-0.3450388782868761
Rb2O,-1.17,-1.1124121883333327,-1.1268295236669108
Rb2O2,-1.22,-1.1977141574999983,-1.1880226335501263
Rb2S,-1.25,-1.2071538203333319,-1.2705743673792729
Rb3Sb,-0.45,-0.45615727500000247,-0.4923089467953794
RhCl3,-0.78,-1.0067047949999992,-0.7956598179384518
RhO2,-0.85,-1.1472936266666665,-0.8613969094156625
Rh2O3,-0.84,-1.2082380650000004,-0.8815656246588389
Rh2S3,-0.54,-0.727218034599997,-0.4887513753410843
ScAs,-1.39,-1.505760985000002,-1.5592119583973485
ScCl3,-2.4,-2.422360020000001,-2.436372995759978
ScF3,-4.22,-4.240209902499999,-4.198872182108156
Sc2O3,-3.94,-3.8666392529999998,-3.9000595371732785
SiO2,-3.13,-3.0880142033333335,-3.029247806859914
SiS2,-0.88,-0.7499092573333334,-0.7891492842846333
SiSe2,-0.61,-0.4958448733333327,-0.5130192899084349
Si3N4,-1.1,-1.3707569928571428,-1.1412262312781454
SnO,-1.48,-1.4209586324999997,-1.46021432777259
SnO2,-1.97,-1.9352483099999986,-1.934079406248318
SnS,-0.57,-0.45923040549999783,-0.5719909183411325
SnS2,-0.53,-0.44406675399999784,-0.5409042736730404
SnSe,-0.47,-0.41569332499999945,-0.5119046300589822
SnSe2,-0.43,-0.36417115999999794,-0.43894306929684035
SrO,-3.07,-3.049392772500001,-3.114393880685423
SrO2,-2.19,-2.1755699366666668,-2.1915646415235392
SrS,-2.45,-2.4563990055,-2.5949049312539625
Sr2Bi,-1.08,-0.8767545500000011,-1.0229198513176907
Sr2Sb,-1.11,-0.9762841699999996,-1.103198223940737
TaN,-1.3,-1.3241264100000052,-1.2493562919819752
TaS2,-1.22,-1.1294543306666658,-1.2537624720120182
TiAs,-0.78,-0.9577786700000033,-0.8885082758932441
TiCl4,-1.7,-1.7584928180000006,-1.710579587600101
TiN,-1.58,-1.8279023900000002,-1.612229157363469
TiO2,-3.26,-3.255763573333334,-3.1881298815082935
TiS,-1.41,-1.5426429054999993,-1.5557062362310905
TiS2,-1.41,-1.4874666306666668,-1.5178393622663482
Ti2O3,-3.15,-3.1413875090000003,-3.0766306991699963
VF4,-2.91,-3.1575136920000006,-2.9149280325053795
VN,-1.13,-1.3110286599999998,-0.7562762110315226
VO,-2.24,-2.9945375325000008,-2.5950168293306053
VO2,-2.47,-2.7382718699999997,-2.444585367286995
V2O3,-2.53,-3.0784607429999995,-2.7424405601044386
V2O5,-2.29,-2.4080633064285712,-2.144615146703107
YAs,-1.68,-1.767983110000003,-1.7417416291116297
YCl3,-2.59,-2.644242714999999,-2.6184094636171196
YF3,-4.45,-4.551203545,-4.470019597465299
Y2O3,-3.95,-3.9486137290000016,-3.9182800497447063
ZnCl2,-1.43,-1.4578466500000005,-1.4160950481139725
ZnF2,-2.64,-2.7890602899999997,-2.698108069312353
ZnO,-1.81,-1.9339130175,-1.8804518838020527
ZnP2,-0.21,-0.32371324666666607,-0.395735692406942
ZnS,-1.07,-1.0558410654999992,-1.0758847493705943
ZnSb,-0.08,-0.03543312500000084,-0.0013318049422039735
ZnSe,-0.85,-0.8782620049999998,-0.8817564810884448
ZnTe,-0.61,-0.5305201850000003,-0.5146428315752622
Zn3As2,-0.28,-0.22438578000000006,-0.16957291410706432
Zn3N2,-0.05,-0.29087269599999954,-0.11893755928324339
Zn3P2,-0.33,-0.3010409299999992,-0.33429273120589753
ZrN,-1.89,-1.9924226949999984,-1.8415041830216552
ZrO2,-3.8,-3.9054574533333337,-3.8809935752804208
ZrS2,-1.96,-1.8377944239999995,-1.9113369693718074
